ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
253,Winthrop Ave & Lawrence Ave,15,15,In Service,41.968812,-87.657659,"(41.968812, -87.657659)"
152,Lincoln Ave & Diversey Pkwy,15,15,In Service,41.932225,-87.658617,"(41.932225, -87.658617)"
1571105055115583502,Orange & Addison,9,9,In Service,41.9448846,-87.82423,"(41.9448846, -87.82423)"
590,Kilbourn Ave & Irving Park Rd,11,11,In Service,41.953733,-87.740569,"(41.953733, -87.740569)"
165,Clark St & Grace St,23,23,In Service,41.95078,-87.659172,"(41.95078, -87.659172)"
190,Southport Ave & Wrightwood Ave,15,15,In Service,41.928773,-87.663913,"(41.928773, -87.663913)"
21,Aberdeen St & Jackson Blvd,23,23,In Service,41.87772613,-87.65478743,"(41.87772613, -87.65478743)"
705,Stony Island Ave & 90th St,15,15,In Service,41.731394943,-87.585743666,"(41.731394943302355, -87.58574366569519)"
167,Damen Ave & Coulter St,7,7,In Service,41.8492,-87.67564,"(41.8492, -87.67564)"
111,Sedgwick St & Huron St,27,27,In Service,41.894666,-87.638437,"(41.894666, -87.638437)"
597,Chicago Ave & Washington St,15,15,In Service,42.032562,-87.679101,"(42.032562, -87.679101)"
514,Ridge Blvd & Howard St,11,11,In Service,42.019276,-87.68452,"(42.019276, -87.68452)"
406,Lake Park Ave & 35th St,19,19,In Service,41.831274235,-87.608799195,"(41.83127423549, -87.6087991946)"
194,Wabash Ave & Wacker Pl,19,19,In Service,41.886875,-87.62603,"(41.886875, -87.62603)"
408,Union Ave & Root St,11,11,In Service,41.819102,-87.643278,"(41.819102, -87.643278)"
341,Adler Planetarium,39,39,In Service,41.866095,-87.607267,"(41.866095, -87.607267)"
216,California Ave & Division St,15,15,In Service,41.903029,-87.697474,"(41.903029, -87.697474)"
568,Vincennes Ave & 75th St,7,7,In Service,41.75797,-87.63121,"(41.75797, -87.63121)"
136,Racine Ave & 13th St,15,15,In Service,41.865054,-87.656959,"(41.865054, -87.656959)"
102,Stony Island Ave & 67th St,11,11,In Service,41.773458499,-87.585339739,"(41.77345849948, -87.5853397391)"
470,Kedzie Ave & Foster Ave,11,11,In Service,41.975672,-87.709261,"(41.975672, -87.709261)"
262,Halsted St & 37th St,11,11,In Service,41.827059,-87.64572,"(41.827059, -87.64572)"
410,Prairie Ave & 43rd St,15,15,In Service,41.816658893,-87.619412462,"(41.81665889302, -87.6194124619)"
257,Lincoln Ave & Waveland Ave,15,15,In Service,41.948797,-87.675278,"(41.948797, -87.675278)"
218,Wells St & 19th St,11,11,In Service,41.856802,-87.633879,"(41.856802, -87.633879)"
411,Halsted St & 47th Pl,11,11,In Service,41.808133915,-87.645616554,"(41.80813391481, -87.6456165545)"
321,Wabash Ave & 9th St,19,19,In Service,41.870769,-87.625734,"(41.870769, -87.625734)"
412,Princeton Ave & 47th St,11,11,In Service,41.809317709,-87.633449288,"(41.80931770924, -87.633449288)"
351,Cottage Grove Ave & 51st St,15,15,In Service,41.803038,-87.606615,"(41.803038, -87.606615)"
564,Racine Ave & 65th St,11,11,In Service,41.775393,-87.654308,"(41.775393, -87.654308)"
413,Woodlawn Ave & Lake Park Ave,15,15,In Service,41.81409271,-87.597005148,"(41.81409271048, -87.5970051479)"
293,Broadway & Wilson - Truman College Vaccination Site,23,23,In Service,41.965221,-87.658139,"(41.965221, -87.658139)"
281,Western Ave & 24th St,7,7,In Service,41.84847,-87.685109,"(41.84847, -87.685109)"
575,Cottage Grove Ave & 78th St,11,11,In Service,41.753174,-87.605026,"(41.753174, -87.605026)"
292,Southport Ave & Clark St,11,11,In Service,41.957081,-87.664199,"(41.957081, -87.664199)"
630,Kildare Ave & Montrose Ave,15,15,In Service,41.96108,-87.73569,"(41.96108, -87.73569)"
246,Ashland Ave & Belle Plaine Ave,11,11,In Service,41.956057,-87.668835,"(41.956057, -87.668835)"
224,Halsted St & Willow St,19,19,In Service,41.913865,-87.648755,"(41.913865, -87.648755)"
146,Loomis St & Jackson Blvd,19,19,In Service,41.877945,-87.662007,"(41.877945, -87.662007)"
164,Franklin St & Lake St,27,27,In Service,41.885837,-87.6355,"(41.885837, -87.6355)"
166,Ashland Ave & Wrightwood Ave,15,15,In Service,41.92883,-87.668507,"(41.92883, -87.668507)"
558,Ashland Ave & Garfield Blvd,11,11,In Service,41.792822,-87.664429,"(41.792822, -87.664429)"
662,Dodge Ave & Mulford St,15,15,In Service,42.023463,-87.699595,"(42.023463, -87.699595)"
535,Pulaski Rd & Congress Pkwy,11,11,In Service,41.874325,-87.725704,"(41.874325, -87.725704)"
639,Lakefront Trail & Wilson Ave,15,15,In Service,41.965845,-87.645361,"(41.965845, -87.645361)"
665,South Chicago Ave & Elliot Ave,7,7,In Service,41.747363,-87.580046,"(41.747363, -87.580046)"
305,Western Ave & Division St,23,23,In Service,41.902893,-87.687275,"(41.902893, -87.687275)"
1622724289952663440,La Villita Park (Albany/30th),9,9,In Service,41.8392528,-87.7020207,"(41.8392528, -87.7020207)"
542,Central Ave & Madison St,11,11,In Service,41.880121,-87.763238,"(41.880121, -87.763238)"
652,Rhodes Ave & 71st St,11,11,In Service,41.766,-87.611726,"(41.766, -87.611726)"
549,Marshfield Ave & 44th St,11,11,In Service,41.813996,-87.666589,"(41.813996, -87.666589)"
185,Stave St & Armitage Ave,11,11,In Service,41.917741,-87.691392,"(41.917741, -87.691392)"
201,Indiana Ave & 40th St,11,11,In Service,41.82168,-87.6216,"(41.82168, -87.6216)"
233,Sangamon St & Washington Blvd,15,15,In Service,41.883165,-87.6511,"(41.883165, -87.6511)"
320,Loomis St & Lexington St,19,19,In Service,41.872187,-87.661501,"(41.872187, -87.661501)"
196,Cityfront Plaza Dr & Pioneer Ct,31,31,In Service,41.890573,-87.622072,"(41.890573, -87.622072)"
242,Damen Ave & Leland Ave,15,15,In Service,41.967094,-87.679028,"(41.967094, -87.679028)"
576,Greenwood Ave & 79th St,11,11,In Service,41.751294,-87.597552,"(41.751294, -87.597552)"
251,Clarendon Ave & Leland Ave,15,15,In Service,41.967968,-87.650001,"(41.967968, -87.650001)"
415,Calumet Ave & 51st St,11,11,In Service,41.802294651,-87.61805358,"(41.80229465088, -87.6180535802)"
402,Shields Ave & 31st St,15,15,In Service,41.838464,-87.635406,"(41.838464, -87.635406)"
1594046383808271020,Washtenaw Ave & Madison St,9,9,In Service,41.881286,-87.69396,"(41.881286, -87.69396)"
20,Sheffield Ave & Kingsbury St,15,15,In Service,41.910522,-87.653106,"(41.910522, -87.653106)"
138,Clybourn Ave & Division St,15,15,In Service,41.904613,-87.640552,"(41.904613, -87.640552)"
108,Halsted St & Polk St,19,19,In Service,41.87184,-87.64664,"(41.87184, -87.64664)"
557,Seeley Ave & Garfield Blvd,11,11,In Service,41.794087,-87.675478,"(41.794087, -87.675478)"
279,Halsted St & 35th St,15,15,In Service,41.830661,-87.647172,"(41.830661, -87.647172)"
265,Cottage Grove Ave & Oakwood Blvd,15,15,In Service,41.822985,-87.6071,"(41.822985, -87.6071)"
291,Wells St & Evergreen Ave,19,19,In Service,41.906724,-87.63483,"(41.906724, -87.63483)"
124,Damen Ave & Cullerton St,15,15,In Service,41.854966519,-87.675699592,"(41.854966518753926, -87.67569959163664)"
178,State St & 19th St,15,15,In Service,41.856594,-87.627542,"(41.856594, -87.627542)"
342,Wolcott Ave & Polk St,23,23,In Service,41.871262,-87.673688,"(41.871262, -87.673688)"
290,Kedzie Ave & Palmer Ct,15,15,In Service,41.921525,-87.707322,"(41.921525, -87.707322)"
192,Canal St & Adams St,47,47,In Service,41.879255,-87.639904,"(41.879255, -87.639904)"
1563698692616359928,Lavergne & Fullerton,9,9,In Service,41.923982,-87.7511643,"(41.923982, -87.7511643)"
602,Central St & Girard Ave,15,15,In Service,42.064313,-87.686152,"(42.064313, -87.686152)"
1594046456830870690,Troy St & Grace St,9,9,In Service,41.950244,-87.706489,"(41.950244, -87.706489)"
548,Morgan St & Pershing Rd,7,7,In Service,41.823613,-87.650931,"(41.823613, -87.650931)"
628,Walsh Park,23,23,In Service,41.91461,-87.667968,"(41.91461, -87.667968)"
219,Damen Ave & Cortland St,19,19,In Service,41.915983,-87.677335,"(41.915983, -87.677335)"
416,Dorchester Ave & 49th St,15,15,In Service,41.805772,-87.592464,"(41.805772, -87.592464)"
465,Marine Dr & Ainslie St,23,23,In Service,41.9716,-87.650154,"(41.9716, -87.650154)"
159,Claremont Ave & Hirsch St,11,11,In Service,41.907781,-87.685854,"(41.907781, -87.685854)"
528,Pulaski Rd & Lake St,11,11,In Service,41.885409,-87.726491,"(41.885409, -87.726491)"
110,Dearborn St & Erie St,27,27,In Service,41.893992,-87.629318,"(41.893992, -87.629318)"
5,State St & Harrison St,23,23,In Service,41.874053,-87.627716,"(41.874053, -87.627716)"
195,Columbus Dr & Randolph St,55,55,In Service,41.884728,-87.619521,"(41.884728, -87.619521)"
33,State St & Van Buren St,27,27,In Service,41.877181,-87.627844,"(41.877181, -87.627844)"
275,Ashland Ave & 13th St,15,15,In Service,41.865234,-87.666507,"(41.865234, -87.666507)"
571,Vernon Ave & 75th St,11,11,In Service,41.758361,-87.614138,"(41.758361, -87.614138)"
546,Damen Ave & Pershing Rd,11,11,In Service,41.823192,-87.676597,"(41.823192, -87.676597)"
1594046422462976736,Rockwell St & Fletcher St,9,9,In Service,41.938689,-87.692972,"(41.938689, -87.692972)"
87,Racine Ave & Fullerton Ave,19,19,In Service,41.92556258,-87.65840426,"(41.92556258, -87.65840426)"
28,Larrabee St & Menomonee St,15,15,In Service,41.91468,-87.64332,"(41.91468, -87.64332)"
239,Western Ave & Leland Ave,19,19,In Service,41.966399802,-87.688704282,"(41.966399801840986, -87.68870428204536)"
440,Central Park Ave & 24th St,11,11,In Service,41.8481,-87.715068,"(41.8481, -87.715068)"
344,Ravenswood Ave & Lawrence Ave,47,47,In Service,41.96909,-87.674237,"(41.96909, -87.674237)"
125,Rush St & Hubbard St,23,23,In Service,41.890173,-87.626185,"(41.890173, -87.626185)"
327,Sheffield Ave & Webster Ave,19,19,In Service,41.92154,-87.653818,"(41.92154, -87.653818)"
579,Phillips Ave & 79th St,11,11,In Service,41.75182,-87.565211,"(41.75182, -87.565211)"
51,Clark St & Randolph St,43,43,In Service,41.884576228,-87.63188991,"(41.884576228, -87.63188991)"
267,Lake Park Ave & 47th St,15,15,In Service,41.809443,-87.591875,"(41.809443, -87.591875)"
324,Stockton Dr & Wrightwood Ave,15,15,In Service,41.93132,-87.638742,"(41.93132, -87.638742)"
248,Woodlawn Ave & 55th St,19,19,In Service,41.795264,-87.596471,"(41.795264, -87.596471)"
45,Michigan Ave & Ida B Wells Dr,15,15,In Service,41.876243,-87.624426,"(41.876243, -87.624426)"
309,Leavitt St & Armitage Ave,11,11,In Service,41.917805,-87.682437,"(41.917805, -87.682437)"
234,Clark St & Montrose Ave,19,19,In Service,41.961588,-87.666036,"(41.961588, -87.666036)"
306,Sheridan Rd & Buena Ave,19,19,In Service,41.958494,-87.654966,"(41.958494, -87.654966)"
304,Broadway & Waveland Ave,15,15,In Service,41.949074,-87.648636,"(41.949074, -87.648636)"
401,Shields Ave & 28th Pl,11,11,In Service,41.842733,-87.635491,"(41.842733, -87.635491)"
250,Ashland Ave & Wellington Ave,19,19,In Service,41.936083,-87.669807,"(41.936083, -87.669807)"
315,Elston Ave & Wabansia Ave,23,23,In Service,41.912919,-87.664169,"(41.912919, -87.664169)"
276,California Ave & North Ave,11,11,In Service,41.91044,-87.6972,"(41.91044, -87.6972)"
209,Normal Ave & Archer Ave,11,11,In Service,41.849527,-87.640591,"(41.849527, -87.640591)"
502,California Ave & Altgeld St,15,15,In Service,41.92669,-87.697668,"(41.92669, -87.697668)"
394,Clark St & 9th St (AMLI),15,15,In Service,41.870816,-87.631246,"(41.870816, -87.631246)"
328,Ellis Ave & 58th St,19,19,In Service,41.788746,-87.601334,"(41.788746, -87.601334)"
1594046388103238324,Mozart St & Jackson Blvd,6,6,In Service,41.877507,-87.6974,"(41.877507, -87.6974)"
241,Morgan St & Polk St,19,19,In Service,41.871737,-87.65103,"(41.871737, -87.65103)"
318,Southport Ave & Irving Park Rd,15,15,In Service,41.954177,-87.664358,"(41.954177, -87.664358)"
106,State St & Pearson St,27,27,In Service,41.897448,-87.628722,"(41.897448, -87.628722)"
1561012870126088744,Central Park Ave & Douglas Blvd,9,9,In Service,41.862355,-87.7157109,"(41.862355, -87.7157109)"
311,Leavitt St & Lawrence Ave,19,19,In Service,41.968885,-87.684001,"(41.968885, -87.684001)"
240,Sheridan Rd & Irving Park Rd,27,27,In Service,41.954245,-87.654406,"(41.954245, -87.654406)"
231,Sheridan Rd & Montrose Ave,23,23,In Service,41.96167,-87.65464,"(41.96167, -87.65464)"
283,LaSalle St & Jackson Blvd,35,35,In Service,41.878166,-87.631929,"(41.878166, -87.631929)"
418,Ellis Ave & 53rd St,11,11,In Service,41.799336263,-87.600958115,"(41.79933626261, -87.6009581145)"
620,Orleans St & Chestnut St (NEXT Apts),15,15,In Service,41.898203,-87.637536,"(41.898203, -87.637536)"
263,Rhodes Ave & 32nd St,11,11,In Service,41.836208,-87.613533,"(41.836208, -87.613533)"
288,Larrabee St & Armitage Ave,15,15,In Service,41.918084,-87.643749,"(41.918084, -87.643749)"
593,Halsted St & 59th St,11,11,In Service,41.787539,-87.644874,"(41.787539, -87.644874)"
80,Aberdeen St & Monroe St,19,19,In Service,41.880419,-87.655519,"(41.880419, -87.655519)"
340,Clark St & Wrightwood Ave,15,15,In Service,41.929546,-87.643118,"(41.929546, -87.643118)"
531,Central Ave & Lake St,11,11,In Service,41.887664,-87.765469,"(41.887664, -87.765469)"
347,Ashland Ave & Grace St,15,15,In Service,41.950687,-87.6687,"(41.950687, -87.6687)"
160,Campbell Ave & North Ave,15,15,In Service,41.910535,-87.689556,"(41.910535, -87.689556)"
113,Bissell St & Armitage Ave,15,15,In Service,41.918018142,-87.652181983,"(41.91801814237187, -87.65218198299408)"
12,South Shore Dr & 71st St,15,15,In Service,41.766409457,-87.565687572,"(41.7664094567, -87.5656875719)"
1563698718386161690,Oak Park & Wellington,9,9,In Service,41.934586,-87.7959613,"(41.934586, -87.7959613)"
355,South Shore Dr & 67th St,15,15,In Service,41.773643,-87.567514,"(41.773643, -87.567514)"
420,Ellis Ave & 55th St,19,19,In Service,41.794300621,-87.601449773,"(41.79430062054, -87.6014497734)"
1594046405283107532,Whipple St & Roosevelt Rd,9,9,In Service,41.866554,-87.701329,"(41.866554, -87.701329)"
68,Clinton St & Tilden St,23,23,In Service,41.875885,-87.640795,"(41.875885, -87.640795)"
603,Chicago Ave & Sheridan Rd,15,15,In Service,42.050491,-87.677821,"(42.050491, -87.677821)"
32,Racine Ave & Congress Pkwy,19,19,In Service,41.87464,-87.65703,"(41.87464, -87.65703)"
421,MLK Jr Dr & 56th St,11,11,In Service,41.793429457,-87.615853262,"(41.79342945658, -87.6158532619)"
284,Michigan Ave & Jackson Blvd,23,23,In Service,41.87785,-87.62408,"(41.87785, -87.62408)"
175,Wells St & Polk St,19,19,In Service,41.872596,-87.633502,"(41.872596, -87.633502)"
1575949528158434034,Bloomingdale Ave & Harlem Ave,9,9,In Service,41.9120739,-87.8057657,"(41.9120739, -87.8057657)"
583,Stony Island Ave & 82nd St,11,11,In Service,41.746559,-87.586005,"(41.746559, -87.586005)"
422,DuSable Museum,11,11,In Service,41.791568011,-87.607852177,"(41.79156801058, -87.6078521774)"
131,Lincoln Ave & Belmont Ave,15,15,In Service,41.939365,-87.668385,"(41.939365, -87.668385)"
129,Blue Island Ave & 18th St,15,15,In Service,41.857556,-87.661535,"(41.857556, -87.661535)"
424,Museum of Science and Industry,27,27,In Service,41.79172821,-87.583945009,"(41.79172820953, -87.583945009)"
171,May St & Cullerton St,11,11,In Service,41.855136,-87.654127,"(41.855136, -87.654127)"
423,University Ave & 57th St,31,31,In Service,41.791478,-87.599861,"(41.791478, -87.599861)"
36,Franklin St & Jackson Blvd,39,39,In Service,41.877707956,-87.635321141,"(41.8777079559, -87.6353211408)"
326,Clark St & Leland Ave,19,19,In Service,41.967096,-87.667429,"(41.967096, -87.667429)"
116,Western Ave & Winnebago Ave,15,15,In Service,41.91552,-87.687022,"(41.91552, -87.687022)"
188,Greenview Ave & Fullerton Ave,15,15,In Service,41.92533,-87.6658,"(41.92533, -87.6658)"
419,Lake Park Ave & 53rd St,15,15,In Service,41.799494294,-87.586449896,"(41.79949429373, -87.5864498959)"
417,Cornell Ave & Hyde Park Blvd,19,19,In Service,41.802406,-87.586924,"(41.802406, -87.586924)"
307,Southport Ave & Clybourn Ave,15,15,In Service,41.920771,-87.663712,"(41.920771, -87.663712)"
1594046418168009438,Albany Ave & Belmont Ave,9,9,In Service,41.939638,-87.705263,"(41.939638, -87.705263)"
206,Halsted St & Archer Ave,15,15,In Service,41.847203,-87.646795,"(41.847203, -87.646795)"
297,Paulina St & Montrose Ave,15,15,In Service,41.961507,-87.671387,"(41.961507, -87.671387)"
258,Logan Blvd & Elston Ave,27,27,In Service,41.929465,-87.684158,"(41.929465, -87.684158)"
254,Pine Grove Ave & Irving Park Rd,15,15,Not In Service,41.954383,-87.648043,"(41.954383, -87.648043)"
272,Indiana Ave & 31st St,11,11,In Service,41.838842,-87.621857,"(41.838842, -87.621857)"
252,Greenwood Ave & 47th St,15,15,In Service,41.809835,-87.599383,"(41.809835, -87.599383)"
121,Blackstone Ave & Hyde Park Blvd,19,19,In Service,41.802562,-87.590368,"(41.802562, -87.590368)"
1582242315337619018,Kedzie Ave & 45th St,6,6,In Service,41.8113904,-87.7040052,"(41.8113904, -87.7040052)"
598,Elmwood Ave & Austin St,15,15,In Service,42.025784,-87.684107,"(42.025784, -87.684107)"
27,Larrabee St & North Ave,19,19,In Service,41.91021,-87.6435,"(41.91021, -87.6435)"
120,Wentworth Ave & Cermak Rd,19,19,In Service,41.853084557,-87.631931305,"(41.85308455741279, -87.63193130493164)"
245,Clarendon Ave & Junior Ter,23,23,In Service,41.961004,-87.649603,"(41.961004, -87.649603)"
1561012874421056044,Pulaski Rd & 21st St,9,9,In Service,41.853452,-87.724541,"(41.853452, -87.724541)"
619,Keystone Ave & Fullerton Ave,11,11,In Service,41.92459,-87.72785,"(41.92459, -87.72785)"
599,Valli Produce - Evanston Plaza,15,15,In Service,42.039742,-87.699413,"(42.039742, -87.699413)"
19,Throop St & Taylor St,15,15,In Service,41.868968,-87.659141,"(41.868968, -87.659141)"
585,Cottage Grove Ave & 83rd St,11,11,In Service,41.743441,-87.604836,"(41.743441, -87.604836)"
1594046435347878642,Virginia Ave & Catalpa Ave,9,9,In Service,41.9812456,-87.7048924,"(41.9812456, -87.7048924)"
452,Western Ave & Granville Ave,11,11,In Service,41.994161369,-87.689438282,"(41.99416136902, -87.689438282)"
148,State St & 33rd St,15,15,In Service,41.834734,-87.625813,"(41.834734, -87.625813)"
427,Cottage Grove Ave & 63rd St,15,15,In Service,41.780600945,-87.605836093,"(41.78060094521422, -87.60583609342575)"
1582242306747684414,St Louis Ave & Norman Bobbins Ave,9,9,In Service,41.794422,-87.71137,"(41.794422, -87.71137)"
400,Cottage Grove Ave & 71st St,11,11,In Service,41.765719037,-87.604959713,"(41.76571903697, -87.604959713)"
308,Seeley Ave & Roscoe St,11,11,In Service,41.943403,-87.679618,"(41.943403, -87.679618)"
158,Milwaukee Ave & Wabansia Ave,15,15,In Service,41.912616,-87.681391,"(41.912616, -87.681391)"
285,Wood St & Hubbard St,19,19,In Service,41.889899,-87.671473,"(41.889899, -87.671473)"
1582242298157749814,Kedzie Ave & 48th Pl,12,12,In Service,41.8047515,-87.7041145,"(41.8047515, -87.7041145)"
383,Paulina St & Flournoy St,31,31,In Service,41.87295,-87.66913,"(41.87295, -87.66913)"
150,Fort Dearborn Dr & 31st St,27,27,In Service,41.838556,-87.608218,"(41.838556, -87.608218)"
426,Ellis Ave & 60th St,19,19,In Service,41.785097146,-87.601072761,"(41.78509714636, -87.6010727606)"
589,Milwaukee Ave & Cuyler Ave,11,11,In Service,41.954468,-87.749594,"(41.954468, -87.749594)"
428,Dorchester Ave & 63rd St,11,11,In Service,41.780405646,-87.591415989,"(41.7804056457, -87.5914159893)"
46,Wells St & Walton St,19,19,In Service,41.89993001,-87.63443007,"(41.89993001, -87.63443007)"
560,Marshfield Ave & 59th St,11,11,In Service,41.786833,-87.666215,"(41.786833, -87.666215)"
547,Ashland Ave & Pershing Rd,11,11,In Service,41.823465,-87.665577,"(41.823465, -87.665577)"
310,Damen Ave & Charleston St,11,11,In Service,41.920082,-87.677855,"(41.920082, -87.677855)"
95,Stony Island Ave & 64th St,11,11,In Service,41.778881,-87.586647,"(41.778881, -87.586647)"
526,Oakley Ave & Touhy Ave,11,11,In Service,42.012342,-87.688243,"(42.012342, -87.688243)"
657,Wood St & Augusta Blvd,15,15,In Service,41.899181,-87.6722,"(41.899181, -87.6722)"
30,Ashland Ave & Augusta Blvd,15,15,In Service,41.899643,-87.6677,"(41.899643, -87.6677)"
1582242276682913304,Rockwell St & 57th St,6,6,In Service,41.7903484,-87.6889201,"(41.7903484, -87.6889201)"
555,Ashland Ave & 50th St,11,11,In Service,41.803023,-87.664699,"(41.803023, -87.664699)"
605,University Library (NU),15,15,In Service,42.052939,-87.673447,"(42.052939, -87.673447)"
153,Southport Ave & Wellington Ave,19,19,In Service,41.935733,-87.663576,"(41.935733, -87.663576)"
569,Woodlawn Ave & 75th St,11,11,In Service,41.75916,-87.595751,"(41.75916, -87.595751)"
622,California Ave & Cortez St,15,15,In Service,41.900363,-87.696704,"(41.900363, -87.696704)"
425,Harper Ave & 59th St,15,15,In Service,41.787942813,-87.58831517,"(41.78794281287, -87.5883151702)"
13,Wilton Ave & Diversey Pkwy,35,35,In Service,41.932418,-87.652705,"(41.932418, -87.652705)"
6,Dusable Harbor,39,39,In Service,41.886976,-87.612813,"(41.886976, -87.612813)"
335,Calumet Ave & 35th St,15,15,In Service,41.831379,-87.618034,"(41.831379, -87.618034)"
545,Kostner Ave & Adams St,11,11,In Service,41.877917,-87.735737,"(41.877917, -87.735737)"
114,Sheffield Ave & Waveland Ave,27,27,In Service,41.949399,-87.654529,"(41.949399, -87.654529)"
1594046448232780546,Troy Ave & 27th St,9,9,In Service,41.840909,-87.705193,"(41.840909, -87.705193)"
132,Wentworth Ave & 24th St (Temp),15,15,In Service,41.850083693,-87.632140517,"(41.85008369347577, -87.6321405172348)"
122,Ogden Ave & Congress Pkwy,15,15,In Service,41.87501,-87.67328,"(41.87501, -87.67328)"
208,Laflin St & Cullerton St,15,15,In Service,41.854914576,-87.663559914,"(41.85491457576575, -87.66355991363525)"
43,Michigan Ave & Washington St,43,43,In Service,41.883984065,-87.624683976,"(41.8839840647265, -87.6246839761734)"
522,Bosworth Ave & Howard St,11,11,In Service,42.019537,-87.669563,"(42.019537, -87.669563)"
42,Wabash Ave & Cermak Rd,11,11,In Service,41.852619,-87.626488,"(41.852619, -87.626488)"
624,Dearborn St & Van Buren St,15,15,In Service,41.876268,-87.629155,"(41.876268, -87.629155)"
430,MLK Jr Dr & 63rd St,11,11,In Service,41.780080637,-87.615942857,"(41.78008063659, -87.6159428567)"
228,Damen Ave & Melrose Ave,15,15,Not In Service,41.9406,-87.6785,"(41.9406, -87.6785)"
66,Clinton St & Lake St,23,23,In Service,41.885637,-87.641823,"(41.885637, -87.641823)"
200,MLK Jr Dr & 47th St,11,11,In Service,41.809851,-87.616279,"(41.809851, -87.616279)"
431,Eberhart Ave & 61st St,11,11,In Service,41.784141693,-87.61330783,"(41.78414169317, -87.6133078304)"
432,Clark St & Lunt Ave,19,19,In Service,42.009011181,-87.674111724,"(42.009011180580764, -87.67411172389984)"
149,Calumet Ave & 33rd St,11,11,In Service,41.8349,-87.61793,"(41.8349, -87.61793)"
515,Paulina St & Howard St,19,19,In Service,42.019159,-87.673573,"(42.019159, -87.673573)"
142,McClurg Ct & Erie St,31,31,In Service,41.894503,-87.617854,"(41.894503, -87.617854)"
280,Morgan St & 31st St,11,11,In Service,41.8378,-87.65114,"(41.8378, -87.65114)"
543,Laramie Ave & Gladys Ave,11,11,In Service,41.875806,-87.755285,"(41.875806, -87.755285)"
1594046448232780548,California Ave & 29th St,9,9,In Service,41.840222,-87.694129,"(41.840222, -87.694129)"
562,Racine Ave & 61st St,11,11,In Service,41.783189,-87.654372,"(41.783189, -87.654372)"
581,Commercial Ave & 83rd St,11,11,In Service,41.744615,-87.551208,"(41.744615, -87.551208)"
17,Honore St & Division St,23,23,In Service,41.903119,-87.673935,"(41.903119, -87.673935)"
433,Kedzie Ave & Harrison St,11,11,In Service,41.873599675,-87.704870749,"(41.87359967462, -87.7048707493)"
434,Ogden Ave & Roosevelt Rd,19,19,In Service,41.866501483,-87.68469707,"(41.86650148316, -87.68469707)"
661,Evanston Civic Center,15,15,In Service,42.057044,-87.686554,"(42.057044, -87.686554)"
256,Broadway & Sheridan Rd,15,15,In Service,41.952833,-87.649993,"(41.952833, -87.649993)"
435,Kedzie Ave & Roosevelt Rd,11,11,In Service,41.866492782,-87.706496176,"(41.86649278172, -87.7064961757)"
437,Washtenaw Ave & Ogden Ave,15,15,In Service,41.861930493,-87.693450451,"(41.86193049278259, -87.69345045089722)"
1594046388103238326,Sacramento Blvd & Polk St,9,9,In Service,41.870959,-87.700259,"(41.870959, -87.700259)"
294,Broadway & Berwyn Ave,15,15,In Service,41.978353,-87.659753,"(41.978353, -87.659753)"
210,Ashland Ave & Division St,27,27,In Service,41.90345,-87.667747,"(41.90345, -87.667747)"
438,Central Park Ave & Ogden Ave,15,15,In Service,41.854063504,-87.715117335,"(41.854063503874464, -87.71511733531952)"
48,Larrabee St & Kingsbury St,43,43,In Service,41.897764,-87.642884,"(41.897764, -87.642884)"
323,Sheridan Rd & Lawrence Ave,19,19,In Service,41.969517,-87.654691,"(41.969517, -87.654691)"
563,Ashland Ave & 63rd St,11,11,In Service,41.779374,-87.664843,"(41.779374, -87.664843)"
44,State St & Randolph St,23,23,In Service,41.884621073,-87.627834231,"(41.88462107257936, -87.62783423066139)"
683,Ashland Ave & 78th St,15,15,In Service,41.752204849,-87.663699389,"(41.75220484941116, -87.66369938850403)"
631,Malcolm X College Vaccination Site,19,19,In Service,41.877618,-87.673895,"(41.877618, -87.673895)"
101,63rd St Beach,15,15,In Service,41.780910964,-87.576323748,"(41.78091096424803, -87.57632374763489)"
103,Clinton St & Polk St,15,15,In Service,41.871466518,-87.640949133,"(41.87146651779, -87.6409491327)"
441,Kedzie Ave & 24th St,11,11,In Service,41.848190945,-87.705413746,"(41.84819094491, -87.7054137458)"
443,Millard Ave & 26th St,7,7,In Service,41.844531125,-87.715921998,"(41.84453112462163, -87.71592199802399)"
444,Albany Ave & 26th St,11,11,In Service,41.844475014,-87.702013013,"(41.84447501366, -87.7020130128)"
445,California Ave & 26th St,11,11,In Service,41.843679915,-87.694968581,"(41.8436799145765, -87.69496858119965)"
446,Western & 28th - Velasquez Institute Vaccination Site,11,11,In Service,41.841517708,-87.685131441,"(41.84151770807, -87.6851314409)"
447,Glenwood Ave & Morse Ave,15,15,In Service,42.007971923,-87.665502394,"(42.00797192287, -87.6655023944)"
448,Warren Park East,11,11,In Service,42.004549622,-87.680666145,"(42.00454962194, -87.6806661451)"
449,Clark St & Columbia Ave,15,15,In Service,42.004450629,-87.672402405,"(42.00445062934, -87.6724024047)"
451,Sheridan Rd & Loyola Ave,23,23,In Service,42.00104378,-87.661198243,"(42.00104377979, -87.6611982433)"
453,Clark St & Schreiber Ave,15,15,In Service,41.999251822,-87.671377339,"(41.99925182186, -87.6713773393)"
1594046443937813244,Western Ave & Gunnison St,9,9,In Service,41.969659,-87.68955,"(41.969659, -87.68955)"
